well_id,split,rows,md_min,md_max,md_range,md_step_med,md_step_std,x_mean,y_mean,z_mean,z_min,z_max,xy_bbox,lateral_azimuth_deg,gr_missing_pct,gr_min,gr_max,gr_mean,gr_std,gr_miss_n_blocks,gr_miss_max_block_len,gr_miss_mean_block_len,eval_rows,known_rows,eval_pct,ps_idx,ps_md,ps_md_frac,tvt_min,tvt_max,tvt_range,slope_med,slope_abs_med,slope_p05,slope_p95,pct_inc,pct_dec,pct_flat,ANCC_slope_med,ASTNU_slope_med,ASTNL_slope_med,EGFDU_slope_med,EGFDL_slope_med,BUDA_slope_med
000d7d20,train,5278,11467.0,16744.0,5277.0,1.0,0.0,2983513.8815858285,1071417.6734293292,-9673.194323607428,-9755.61,-9258.57,5019.672554838577,91.03947647092691,42.78135657446002,31.76582704015229,217.3522568926329,94.43696140864859,18.624408306602135,1026,19,2.2007797270955165,3836,1442,72.67904509283821,1442,12909.0,0.27326132272124315,11236.02,11756.12,520.1000000000004,0.0,0.010000000000218279,-0.030000000000654836,0.789999999999418,19.13966268713284,14.28842145158234,66.57191586128482,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557
00bbac68,train,7559,11578.0,19136.0,7558.0,1.0,0.0,3008500.4098174362,1086928.4096322265,-10060.683337743087,-10182.58,-9436.36,7062.551334418976,135.89292982859752,12.461965868501125,37.13214788804356,219.8067877795647,88.25510630500851,17.15613428634214,693,8,1.3593073593073592,6014,1545,79.56078846408255,1545,13123.0,0.20441915850754167,11406.63,12240.01,833.380000000001,0.010000000000218279,0.020000000000436557,-0.049999999999272404,0.8299999999999272,36.12066684308018,14.223339507806298,49.655993649113526,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836
00e12e8b,train,6384,10456.0,16839.0,6383.0,1.0,0.0,2969568.6164144734,1062552.745421366,-9192.323945802005,-9338.34,-8356.04,5748.95233177303,125.72375714046473,9.147869674185463,21.89286554145276,184.36097298065485,53.64242097598476,33.31853709967687,492,8,1.1869918699186992,4301,2083,67.37155388471177,2083,12539.0,0.32633557888140374,10606.18,11616.64,1010.4599999999991,0.010000000000218279,0.029999999998835847,-0.040000000000873115,0.930000000000291,45.40184866050446,18.674604417985275,35.923546921510265,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836
015fe0d2,train,5950,11834.0,17783.0,5949.0,1.0,0.0,3000247.1123915967,1075563.087902521,-10087.174085714287,-10231.85,-9537.66,5705.040416552689,126.396173194385,25.428571428571427,27.806823494035783,201.04133587081228,87.95722645593742,19.978804630590915,1034,9,1.4632495164410058,4296,1654,72.2016806722689,1654,13488.0,0.27802992099512525,11747.26,12271.53,524.2700000000004,0.010000000000218279,0.020000000000436557,-0.030000000000654836,0.7800000000006548,39.68734241048916,12.909732728189613,47.402924861321225,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836
01869cd4,train,6850,11256.0,18105.0,6849.0,1.0,0.0,2973618.0407562046,1065922.4417445255,-9492.844818978101,-9643.35,-8961.39,6651.474189395923,126.76330583431857,47.70802919708029,31.33716145689128,182.48201681380303,86.9647526193267,20.82481129599514,2084,14,1.5681381957773513,5557,1293,81.12408759124088,1293,12549.0,0.18878668418747263,11358.27,11767.75,409.47999999999956,0.010000000000218279,0.029999999998835847,-0.040000000000873115,0.4099999999998545,40.99868593955322,21.681997371879106,37.319316688567675,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126
01982c1d,train,5587,10021.0,15607.0,5586.0,1.0,0.0,2995565.781575085,1124200.9678378378,-8510.371780919993,-8630.69,-7911.91,5088.265780892353,107.1698054856977,15.142294612493288,33.161583148109386,154.2267836360113,54.90613414052341,21.306286743517802,515,11,1.6427184466019418,3941,1646,70.538750671201,1646,11667.0,0.2946652345148586,9927.92,10700.87,772.9500000000007,0.0,0.020000000000436557,-0.040000000000873115,1.0299999999988358,35.48156104547082,20.74829931972789,43.770139634801296,0.039999999999054126,0.039999999999054126,0.039999999999054126,0.039999999999054126,0.039999999999054126,0.039999999999054126
028d7b28,train,7761,11897.0,19657.0,7760.0,1.0,0.0,3007594.002022936,1069810.2954245587,-10324.890637804407,-10472.41,-9632.68,7417.792459681115,125.6430112731009,21.788429326117768,26.039098859112173,264.5619904062687,54.052147230996866,20.259067194384766,1217,7,1.3894823336072308,6234,1527,80.32470042520293,1527,13424.0,0.1967783505154639,11874.64,12437.08,562.4400000000005,0.00999999999839929,0.010000000002037268,-0.030000000000654836,0.7299999999978354,30.476804123711343,13.672680412371136,55.85051546391752,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126
02e7fe5a,train,6888,11475.0,18362.0,6887.0,1.0,0.0,2985931.4508928573,1061532.3213283971,-9939.918510452962,-10035.68,-9229.89,6338.35621607051,89.87908245119809,57.9849012775842,28.21377653233004,161.32519302547877,72.67285068383458,14.277940543855204,1276,21,3.1300940438871474,5108,1780,74.15795586527294,1780,13255.0,0.25845796428052853,11356.13,12199.39,843.2600000000002,0.010000000000218279,0.019999999998617568,-0.020000000002255547,0.9200000000018917,36.343836213155214,9.859154929577464,53.79700885726732,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557,0.020000000000436557
0390d174,train,6101,10358.0,16458.0,6100.0,1.0,0.0,3000841.121653827,1125584.4246730045,-8690.09510735945,-8839.7,-8105.309999999999,5818.246301670492,110.35387921639953,47.95935092607769,18.185797918904893,176.64293419759824,37.15496024397357,17.778082758385267,1466,23,1.995907230559345,4411,1690,72.29962301262088,1690,12048.0,0.27704918032786885,10114.85,10639.09,524.2399999999998,0.010000000000218279,0.029999999998835847,-0.050000000001091394,0.7399999999997817,42.131147540983605,19.59016393442623,38.278688524590166,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126,-0.039999999999054126
03a935ae,train,4430,12308.0,16737.0,4429.0,1.0,0.0,3034603.1221805876,1088709.8634130927,-10644.439738148983,-10780.86,-10154.55,4075.988727131406,153.59455500307385,3.9503386004514676,30.86908794963826,171.08169225100724,87.37994979468665,18.06036387871498,166,3,1.0542168674698795,2786,1644,62.88939051918736,1644,13952.0,0.3711898848498532,12192.18,12837.98,645.7999999999993,-0.010000000000218279,0.030000000000654836,-0.09000000000014552,0.930000000000291,25.197561526303907,42.67328968164371,32.12914879205239,,0.010000000000218279,0.010000000000218279,0.010000000000218279,0.010000000000218279,0.010000000000218279
044af7d1,train,6067,11440.0,17506.0,6066.0,1.0,0.0,3009892.159263227,1108288.7258974782,-9802.220421954837,-9929.66,-9182.07,5736.660908272362,87.4934120189782,60.59007746827098,40.68231247775441,233.0810315956116,106.62011260841246,22.894733795190213,1379,19,2.6656997824510515,4519,1548,74.48491841107632,1548,12988.0,0.2551928783382789,11313.18,11870.04,556.8600000000006,0.010000000000218279,0.020000000002255547,-0.049999999999272404,0.7899999999990541,41.14737883283877,18.166831519947245,40.68578964721399,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836
0498acab,train,6432,10910.0,17341.0,6431.0,1.0,0.0,2991522.1698678485,1093204.556408582,-9398.402333644277,-9535.32,-8611.0,5884.93992089143,112.38037836842399,45.77114427860697,33.33351307704766,152.11868398696885,84.00343293204492,14.126490338730655,1143,27,2.5756780402449695,4798,1634,74.59577114427861,1634,12544.0,0.25408179132327785,10650.9,11416.25,765.3500000000004,0.00999999999839929,0.020000000000436557,-0.040000000000873115,0.9800000000013824,37.210387187062665,17.524490747939666,45.26512206499767,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836,-0.030000000000654836
052d64df,train,4590,10395.0,14984.0,4589.0,1.0,0.0,2979917.680446623,1098971.452684096,-8930.183928104574,-9068.01,-8172.25,4020.056630807547,129.58869658254827,25.359477124183005,27.56662106611638,239.3447748912154,86.40260651810193,19.952104598276925,760,10,1.5315789473684212,2445,2145,53.26797385620915,2145,12540.0,0.46742209631728043,10522.89,11456.35,933.460000000001,0.010000000000218279,0.029999999998835847,-0.030000000000654836,0.9699999999986175,45.303987796905645,15.449989104380037,39.24602309871432,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836,0.030000000000654836
